region,date,dis,id,catg,target
101,29/1/1979,60,104668,11,0
104,4/9/1992,69,10467,11,0
303,14/6/1977,62,104670,11,0
306,30/12/2012,63,104678,11,0
301,28/10/2008,62,104679,11,0
301,31/3/2005,62,104681,11,0
311,10/12/2011,63,104685,11,0
107,29/1/2007,69,104686,11,0
104,14/8/2009,69,104693,11,0
101,16/10/1997,60,104696,11,0
101,14/2/2012,60,104704,11,0
303,19/12/1989,62,104706,11,0
104,23/10/1995,69,104708,11,0
311,10/5/1991,63,104715,11,0
107,19/2/2010,69,104717,11,0
101,16/12/1994,60,104724,11,0
101,6/3/2006,60,104726,11,0
301,3/12/2012,62,10473,11,0
312,23/10/2012,63,104733,11,0
311,28/10/2010,63,104737,11,0
371,19/12/2015,62,104739,11,0
101,22/12/2006,60,104740,11,0
101,24/12/2016,63,104742,11,0
107,31/5/2017,69,104745,11,0
310,11/9/2015,62,104746,11,0
312,22/8/2009,63,104747,11,0
101,6/9/1999,60,104748,11,0
301,10/2/1986,62,10475,11,0
101,5/6/1978,60,104751,11,0
311,3/12/2013,63,104753,11,0
312,4/2/2016,63,104757,11,0
103,1/12/2014,69,104758,11,0
101,15/12/2000,60,104760,11,0
311,25/5/2000,63,104763,11,0
303,23/1/2012,62,104764,11,0
101,13/5/2010,60,104765,11,0
310,23/2/2010,62,104768,11,0
305,30/8/1982,62,10477,11,0
101,4/4/2016,60,104770,11,0
101,27/12/2009,60,104773,11,0
305,4/11/2014,62,104774,11,0
311,25/9/2017,63,104776,11,0
311,5/3/2013,63,104779,11,0
301,21/2/1985,62,104784,11,0
303,6/10/2014,62,104790,11,0
101,13/3/2013,60,104791,11,0
101,7/10/2013,60,104792,11,0
107,29/1/1996,69,104793,11,0
105,23/8/2002,69,1048,11,0
103,16/4/2014,69,104805,11,0
103,12/5/2015,69,104807,11,0
101,24/3/2008,60,104809,11,0
103,14/12/2015,69,104811,11,0
302,13/1/2015,62,104812,11,0
101,25/3/2015,60,104814,11,0
310,23/7/1987,62,104816,11,0
101,10/12/2003,60,104817,11,0
107,23/5/2012,69,104818,11,0
301,6/12/2013,62,10482,11,0
103,21/1/2011,69,104820,11,0
301,26/10/1993,62,104825,11,0
103,25/9/2013,69,104829,11,1
101,6/12/2007,60,10483,11,0
311,30/6/1997,63,104834,11,0
107,19/12/2012,69,104838,11,0
303,1/12/2015,62,104839,11,0
104,26/8/1996,69,10484,11,0
301,15/12/2000,62,104841,11,0
101,27/1/2010,60,104842,11,0
104,22/2/2013,69,104843,11,0
301,29/11/1983,62,104845,11,0
101,7/3/2008,60,104846,11,0
101,24/6/2014,60,10485,11,0
311,26/9/2006,63,104855,11,0
104,13/4/1988,69,104858,12,0
107,20/6/1994,69,10486,11,0
101,2/7/2012,60,104860,11,0
310,26/1/2010,62,104863,11,0
101,29/12/2012,60,104867,11,0
101,24/6/2016,60,104868,11,0
305,2/5/1984,62,104869,11,0
104,26/8/1996,69,104872,11,0
101,23/2/2015,60,104873,11,0
105,11/7/2008,69,104875,11,0
312,28/12/1986,63,104876,11,0
107,20/12/1994,69,104878,11,0
302,9/10/2014,62,104879,11,0
310,13/3/2014,62,104881,11,0
101,5/11/2009,60,104883,11,0
101,1/2/2007,60,104884,11,0
372,8/10/2015,63,104885,11,0
305,16/5/1984,62,104889,11,0
103,25/8/2015,69,10489,11,0
371,19/9/2012,62,104891,11,0
104,22/4/2011,69,104893,11,0
104,1/8/2015,69,104895,11,0
301,31/10/1984,62,104896,11,0
311,27/2/2017,63,104897,11,0
301,20/6/2014,62,104898,11,0
306,20/4/1992,63,104901,11,0
101,24/3/2010,60,104902,11,0
101,16/8/2017,60,104904,11,0
103,24/6/2005,69,104906,11,0
107,27/4/2009,69,104907,11,0
371,31/5/2010,62,104911,11,0
309,29/8/2016,62,104913,11,0
306,12/9/2013,63,104914,11,0
101,17/4/2012,63,104918,11,0
101,9/7/1999,60,10492,11,0
101,9/7/2009,60,104920,11,0
309,27/11/2014,62,104921,11,0
101,19/9/2011,60,104924,11,0
303,20/11/2015,62,104925,11,0
312,15/6/2015,63,104929,11,0
101,15/6/1989,60,104930,11,0
301,14/2/1983,62,104931,11,1
307,13/3/2001,62,104935,11,0
301,15/12/1993,62,104936,11,0
310,22/4/2015,62,104937,11,0
311,29/9/2000,63,104939,11,0
103,31/12/1982,69,10494,11,0
107,8/12/2011,69,104940,11,0
101,23/2/2017,60,104944,11,0
303,22/3/1979,62,104948,11,0
101,22/12/2006,60,104949,11,0
101,22/9/2014,63,10495,11,0
307,27/5/2016,62,104952,11,0
101,25/11/2013,60,104954,11,0
303,17/11/2014,62,104957,11,0
311,16/5/2013,63,104960,11,1
101,6/11/1986,60,104961,11,0
101,6/9/2014,60,104964,11,0
101,11/4/2012,60,104967,11,0
101,29/9/1998,60,104968,11,0
311,21/10/2015,63,104969,11,0
101,11/1/2016,60,104972,11,0
309,8/10/2011,62,104975,11,0
313,17/10/2009,63,104978,11,0
302,13/1/2015,62,104979,11,0
104,16/3/2012,69,10498,11,0
101,21/11/2008,63,104981,11,0
309,1/7/2010,62,104982,11,0
107,24/7/2006,69,104984,11,0
101,29/12/1998,60,104986,11,0
104,25/4/2001,69,104987,11,0
107,25/4/2011,69,10499,11,0
107,12/12/2011,69,104991,11,0
107,5/10/2017,69,104992,11,0
302,22/11/2012,62,104993,11,0
309,7/10/2008,62,104996,11,0
103,29/12/1993,69,104997,11,0
101,3/4/2002,60,104998,11,0
101,17/9/2012,63,104999,11,0
101,14/10/2011,60,105,11,0
310,6/6/1983,62,1050,11,0
301,24/12/1982,62,10500,11,0
101,30/4/2008,60,105003,11,0
104,13/9/1994,69,105007,11,0
101,9/10/2014,60,105010,11,0
311,19/8/2017,63,105013,11,0
311,30/11/1994,63,105014,11,0
311,9/3/2011,63,105017,11,0
310,24/12/2014,62,105019,11,0
101,12/9/1996,63,105021,12,0
101,21/5/1979,60,105023,11,0
301,18/11/2009,62,105027,11,0
311,20/4/1992,63,105028,11,0
104,30/12/2016,69,105029,11,0
310,7/9/2011,62,105033,11,0
312,11/4/2013,63,10504,11,0
310,23/12/2013,62,105042,11,0
101,20/9/2011,60,105043,11,0
302,8/11/2006,62,105046,11,0
301,30/3/1984,62,105049,11,0
311,8/11/2007,63,105051,11,0
310,21/4/2015,62,105052,11,0
101,5/10/2009,60,105055,11,0
311,6/8/2009,63,105057,11,0
104,9/12/1983,69,105058,11,0
310,30/12/2002,62,105060,11,0
107,21/8/2013,69,105064,11,0
104,30/11/2011,69,105067,11,0
301,13/7/2011,62,105070,11,0
103,6/9/2010,69,105071,11,0
311,7/10/1998,63,105072,11,0
104,22/7/2011,69,105073,11,1
107,27/12/2002,69,105077,11,0
305,7/9/2010,62,105080,12,0
304,30/10/2009,62,105081,11,0
311,27/4/2010,63,105083,11,1
103,4/1/2010,69,105084,11,0
103,4/12/2014,69,105085,11,1
311,18/6/1985,63,105087,11,0
107,22/12/1997,69,105088,11,1
101,7/5/2009,60,105091,11,0
311,3/12/1996,63,105095,11,0
306,18/10/2014,63,105099,11,0
107,11/11/2008,69,105100,11,0
104,3/11/2009,69,105103,11,0
101,3/2/2015,60,105109,11,0
302,28/11/2015,62,105110,11,0
103,9/11/2010,69,105112,11,1
311,10/2/2010,63,105113,11,0
303,16/5/1984,62,105114,11,0
302,21/7/1980,62,105116,11,0
303,18/12/1990,62,105117,12,0
104,5/9/2009,69,105120,11,0
311,8/10/2015,63,105121,11,0
101,24/6/2014,60,105123,11,0
101,30/11/1984,60,105124,11,0
104,27/11/2012,69,105128,11,0
101,24/12/2001,63,105129,11,0
312,30/9/2010,63,105131,11,0
301,29/12/2017,62,105132,11,0
312,27/5/2016,63,105134,11,0
303,18/1/2014,62,105136,11,0
306,20/2/2018,63,10514,11,0
103,17/12/2016,69,105140,11,0
104,18/8/2008,69,105144,11,0
372,15/11/1991,63,105146,11,0
101,6/11/2007,60,105147,11,0
101,24/6/2008,60,105153,11,0
101,21/9/2015,60,105155,11,0
303,31/12/1984,62,105159,11,0
101,17/5/2012,60,105160,11,0
301,27/8/2016,62,105162,11,0
101,26/12/2009,60,105171,11,1
305,21/2/2007,62,105173,11,0
306,11/2/2015,63,105174,11,0
107,15/1/2015,69,105175,11,0
302,17/9/2002,62,10518,11,0
101,12/6/2018,60,105180,11,0
309,14/5/2007,62,105186,11,0
306,27/12/2012,63,105187,11,0
101,10/11/1987,60,105188,11,0
101,19/2/2015,63,105189,11,0
107,9/12/2011,69,105190,11,0
101,29/11/1977,60,105191,11,1
302,29/3/2014,62,105193,11,0
101,27/8/2009,60,105196,11,0
304,16/5/1984,62,105197,11,0
107,1/12/1989,69,105201,11,0
302,17/5/2010,62,105204,11,0
305,5/7/2010,62,105209,11,0
101,24/5/2011,60,10521,11,0
310,16/9/2003,62,105216,11,0
107,18/3/2016,69,105217,11,0
101,20/10/2007,60,10522,11,0
104,15/6/2016,69,105220,11,0
104,28/10/1992,69,105226,12,1
104,25/1/2017,69,10523,11,0
107,23/8/1980,69,105234,11,0
101,8/10/2015,60,105236,11,0
312,3/12/2016,63,105237,11,0
104,16/11/2015,69,105242,11,0
104,30/12/1988,69,105245,11,0
307,29/11/2011,62,105247,11,0
302,15/3/1993,62,105248,11,0
311,12/5/2012,63,10525,11,0
104,17/3/2012,69,105250,11,0
311,13/2/2014,63,105252,11,0
302,10/8/2011,62,105258,11,0
307,12/4/2005,62,10526,11,0
101,14/8/2010,60,105262,11,0
303,14/10/2010,62,105263,11,0
306,17/11/2016,63,105264,11,0
104,30/1/2018,69,105267,11,0
101,2/11/2013,60,105268,11,0
105,7/7/2011,69,10527,11,0
101,3/5/2012,60,105270,11,1
101,23/4/2008,60,105271,11,0
312,20/1/2015,63,105275,11,0
101,24/11/2011,60,105277,11,0
301,2/6/2016,62,10528,11,0
303,9/2/2015,62,105281,11,0
310,4/6/2015,62,105284,11,0
301,9/5/2015,62,105291,11,0
107,16/9/2003,69,105293,11,0
311,13/12/1994,63,105294,11,0
304,8/9/2017,62,105299,11,0
107,24/10/1978,69,10530,11,0
301,20/11/1989,62,105302,11,0
103,24/12/2014,69,105303,11,0
303,9/6/1987,62,10531,11,0
106,27/11/2010,69,105310,11,0
107,25/5/2013,69,105314,11,1
311,30/12/2012,63,105318,11,0
101,1/12/1995,60,105323,11,0
301,13/6/1988,62,105324,11,0
107,13/9/2008,69,105326,11,0
104,26/1/1980,69,105329,11,0
310,16/8/2010,62,105331,11,0
101,24/11/2011,60,105338,11,0
101,18/7/2011,60,10534,11,0
104,10/4/2018,69,105340,12,0
307,19/10/2009,62,105342,11,0
103,22/8/2008,69,105347,11,0
307,19/11/2015,62,10535,11,0
303,22/3/1979,62,105352,11,0
103,20/7/1998,69,105354,11,0
303,14/6/2007,62,105364,11,0
101,16/5/2014,60,105371,11,0
103,16/12/2015,69,105372,11,0
306,10/11/2014,63,105375,11,0
301,12/2/2018,62,105381,11,0
312,3/10/2017,63,105385,11,0
104,30/4/2014,69,105392,11,0
101,19/12/2006,60,105393,11,0
107,12/5/2015,69,105395,11,0
311,21/10/2015,63,105396,11,0
312,18/8/2016,63,10540,11,0
101,1/2/2000,60,10541,11,0
310,29/12/2012,62,105410,11,0
104,22/7/1985,69,105413,11,0
301,19/11/1991,62,105418,11,0
311,20/5/2017,63,10542,11,0
101,3/4/2014,60,105427,11,0
101,17/9/2015,60,105429,11,0
206,20/8/2015,69,10543,11,0
104,25/4/1988,69,105432,11,0
104,22/12/1997,69,105433,11,0
101,9/12/2015,60,105436,11,0
101,7/3/2005,60,105439,11,0
303,17/6/2015,62,10544,11,0
107,24/2/2015,69,105443,11,0
104,31/10/1995,69,105449,11,0
101,1/7/2013,60,105451,11,1
104,15/9/2016,69,105455,11,0
101,23/1/2004,60,105458,11,0
372,30/9/2010,63,105461,11,0
310,11/6/2015,62,105463,11,0
310,11/4/2017,62,105464,11,0
105,7/1/2008,69,105465,11,0
310,14/12/2017,62,105468,11,0
101,18/4/2014,60,105469,11,0
304,24/5/1984,62,105473,11,0
302,31/12/1993,62,105474,11,0
107,3/11/2014,69,105476,11,0
107,3/8/2015,69,105478,11,0
105,26/10/1982,69,10548,11,0
301,3/5/2013,62,105481,11,0
301,2/5/2017,62,105482,11,0
311,5/5/2017,63,105483,11,0
301,29/2/2016,62,105484,11,0
107,3/12/2013,69,105487,11,0
101,8/12/1995,60,10549,11,0
301,3/11/2010,62,105490,11,0
107,19/11/2013,69,105493,11,0
104,17/3/2008,69,1055,51,1
311,9/6/1995,63,10550,11,0
305,16/7/2015,62,105500,11,0
301,9/7/2015,62,105502,11,0
306,25/5/2012,63,105504,11,1
103,18/12/2000,69,105507,11,0
107,24/12/2004,69,105508,11,0
306,28/9/1990,63,105509,11,0
312,7/12/2011,63,10551,11,0
101,1/12/1993,60,105510,11,0
301,14/1/2008,62,105511,11,0
101,19/5/2014,60,105512,11,0
305,17/10/2016,62,105517,11,0
106,12/11/1979,69,105518,11,0
101,22/6/2009,60,10552,11,0
101,19/12/2014,60,105522,11,0
107,3/7/2012,69,105526,11,0
101,22/2/2000,60,105527,11,0
101,8/3/2012,60,105528,11,0
107,13/5/2016,69,105531,11,0
104,31/12/2014,69,105538,11,0
101,12/3/2009,60,10554,11,0
101,28/4/2015,60,105541,11,0
303,26/8/2008,62,105542,11,0
309,14/2/2013,62,105547,11,0
101,28/5/2002,60,105548,11,0
311,25/10/2012,63,105552,11,0
312,12/1/2016,63,105558,11,0
311,13/1/2015,63,105559,11,0
311,16/4/2016,63,10556,11,0
301,1/7/2015,62,105560,11,0
104,2/3/2018,69,105561,11,0
303,28/5/2011,62,105562,11,0
101,29/7/1978,60,105568,11,0
311,7/12/2016,63,10557,11,0
105,28/8/1985,69,105570,11,0
302,3/8/2012,62,105572,11,1
311,18/5/2016,63,105575,11,0
303,20/2/2006,62,105576,11,0
311,24/5/2010,63,105577,11,0
104,3/12/2016,69,105578,11,0
303,12/11/1992,62,105579,11,0
372,26/9/2009,63,10558,11,0
301,30/1/2004,62,105581,11,0
101,14/12/1992,60,105582,11,0
307,7/9/2015,62,105583,11,0
306,15/7/1992,63,105585,11,0
103,5/4/2007,69,105588,11,0
305,6/1/2012,62,105591,11,0
312,27/2/2017,63,105593,11,0
304,14/12/2016,62,105595,11,0
104,15/2/2007,69,105596,11,0
301,21/10/2015,62,105597,11,0
101,12/3/2015,60,105599,11,1
104,18/5/2012,69,1056,11,0
101,15/4/2009,60,105600,11,0
104,14/10/1980,69,105603,11,0
309,1/12/2016,62,105604,11,0
107,9/10/2014,69,105609,11,0
311,17/2/2016,63,10561,11,0
311,30/12/2016,63,105614,11,1
101,12/6/2007,60,105615,11,0
107,31/10/2011,69,105617,11,0
103,26/9/2009,69,105619,11,0
312,13/6/2015,63,10562,11,0
107,10/1/2008,69,105621,11,0
304,28/3/2000,62,105624,11,0
101,24/2/2015,60,105626,11,0
312,28/11/2006,63,105631,51,0
303,25/4/2012,62,105632,11,0
311,14/3/2015,63,105633,11,0
103,18/4/2014,69,105634,11,0
101,12/6/2001,60,105636,11,0
101,11/10/1977,60,105639,11,0
312,6/12/2010,63,10564,11,0
104,28/8/2010,69,105642,11,0
101,4/7/2015,60,105643,11,0
107,5/2/1977,69,105646,11,0
101,6/4/1999,60,105648,11,0
306,10/4/2014,63,10565,11,0
304,3/9/2013,62,105651,11,0
310,30/6/2003,62,105655,11,0
104,22/10/2007,69,105658,11,0
104,2/8/1993,69,105666,11,0
301,19/4/2016,62,105669,11,0
103,29/1/1996,69,105671,11,0
101,7/12/2011,60,105679,11,0
104,23/6/2015,69,105681,11,0
311,17/9/2015,63,105682,11,0
310,27/8/1996,62,105683,11,0
107,7/2/1991,69,105685,11,0
303,30/9/2013,62,105687,11,0
301,6/4/2013,62,105697,11,0
105,17/1/2008,69,105698,11,0
101,13/7/2009,60,105699,11,0
101,17/8/1979,60,10570,11,1
104,12/5/1998,69,105708,11,0
311,28/11/2003,63,105709,11,0
101,9/11/2017,60,10571,11,0
311,20/7/2016,63,105710,11,0
107,18/12/1995,69,105715,11,0
101,19/10/1998,60,105717,11,0
303,27/1/2014,62,105718,11,0
101,2/6/2009,60,10572,11,0
103,18/10/1995,69,105721,11,0
304,22/9/2011,62,105722,11,0
304,23/4/2016,62,105723,11,0
310,6/3/2017,62,105727,11,0
101,23/5/2017,60,105732,11,0
107,30/6/2004,69,105734,11,0
307,29/5/1998,62,105738,11,0
303,26/8/2010,62,105741,11,0
312,21/8/2017,63,105742,11,0
301,26/9/2005,62,105745,11,0
313,4/7/2011,63,105751,11,0
311,26/12/2007,63,105752,11,0
310,10/1/2013,62,105758,11,0
303,5/6/2017,62,105759,11,0
101,27/10/1997,60,105762,11,0
311,23/12/2016,63,105765,11,0
303,27/12/1993,62,105775,11,0
104,20/2/2017,69,105779,11,0
101,11/11/1996,60,105780,11,0
101,25/8/1981,60,105782,11,0
103,15/10/2010,69,105784,11,0
303,29/7/1997,62,105786,11,0
101,30/3/2015,60,10579,11,0
103,6/10/2011,69,105795,11,0
309,6/5/1981,62,105800,11,0
379,28/8/2007,63,105804,11,0
103,31/5/2007,69,105805,11,0
103,23/11/2016,69,105806,11,0
301,1/10/2009,62,105807,11,0
101,10/4/2018,60,105814,11,0
311,30/5/2016,63,105815,11,0
307,7/5/2013,62,105818,11,0
309,15/7/1998,62,105821,11,0
306,10/2/2004,63,105822,11,0
306,16/1/2018,63,105826,11,0
301,31/12/1998,62,105829,11,0
301,25/10/2016,62,105832,11,0
107,26/4/1995,69,105836,11,0
303,16/3/2011,62,105840,11,0
371,5/4/2012,62,105842,11,0
311,8/10/2015,63,105843,11,0
107,19/11/2010,69,105844,11,0
302,7/12/2015,62,10585,11,0
101,6/1/2009,60,105851,11,0
104,22/10/2011,69,105852,11,0
107,20/5/2005,69,105856,11,0
103,22/12/2015,69,105858,11,1
101,30/3/2016,60,105861,11,0
302,21/7/1980,62,105862,11,0
101,15/11/1983,60,105863,11,1
311,6/5/1987,63,105864,11,0
310,23/8/2011,62,105865,11,0
101,5/11/1977,60,105869,11,0
107,2/12/2009,69,105870,11,0
311,27/5/1997,63,105871,11,0
312,4/3/2013,63,105873,11,0
103,14/7/2007,69,105880,11,0
310,31/3/1993,62,105889,11,1
101,5/2/2016,60,10589,11,0
101,1/11/1999,60,105890,11,0
301,24/8/2007,62,105892,11,0
311,25/11/1991,63,105895,11,0
371,30/12/2011,62,105896,11,0
101,17/4/1980,60,105897,11,0
101,6/3/2009,60,105898,11,0
379,24/11/2010,63,1059,11,0
301,9/1/2013,62,105900,11,0
311,11/3/2014,63,105904,11,0
107,11/8/2009,69,105905,11,0
311,21/1/2015,63,105906,11,0
311,27/5/2014,63,105907,11,0
312,19/5/2016,63,105910,11,0
105,24/6/2016,69,105911,11,0
101,29/6/1993,60,105914,11,1
306,3/10/2016,63,105916,11,0
104,7/12/2005,69,105917,11,0
101,17/5/2008,60,105921,11,0
107,18/2/2014,69,105924,11,0
301,30/11/2004,62,105928,11,0
107,10/2/1998,69,105935,11,0
101,5/11/2015,63,105936,11,0
310,31/8/2013,62,105937,11,0
101,4/5/2012,60,105939,11,0
311,27/1/2011,63,10594,11,0
103,2/5/1988,69,105944,11,0
307,16/9/2014,62,105951,11,0
107,30/9/2013,69,105952,11,0
307,23/3/1999,62,105953,11,0
101,16/2/2007,63,105959,11,0
311,9/1/2017,63,10596,11,0
311,31/12/1998,63,105960,11,0
101,10/8/1987,60,105962,11,1
101,18/11/2004,60,105965,11,0
301,4/3/2014,62,105968,11,0
311,17/10/2014,63,10597,11,0
101,8/10/2012,60,105974,11,0
311,23/10/2015,63,105977,11,0
306,25/10/1988,63,105979,11,0
306,26/5/2005,63,105980,11,0
309,21/7/2016,62,105986,11,0
104,6/1/2014,69,105988,11,0
107,15/5/2002,69,105989,11,1
306,6/7/2007,63,10599,11,0
101,21/10/1991,60,105992,11,0
101,23/5/2016,60,105993,11,0
301,27/6/2009,62,105994,11,0
206,9/7/2014,69,105995,11,0
302,12/5/2008,62,105999,11,0
303,24/6/1998,62,106,11,0
101,19/8/2011,60,106000,11,0
104,21/10/2016,69,106003,11,0
302,15/2/2016,62,106004,11,0
104,5/8/2009,69,106005,11,0
103,27/5/2008,69,106009,11,0
101,10/11/2014,60,106015,11,0
308,27/8/2010,63,106016,11,0
303,25/10/2016,62,106017,11,0
303,19/8/2010,62,106023,11,0
101,22/6/1992,60,106025,11,0
101,22/2/2000,60,106026,11,1
101,4/5/2001,60,106027,11,0
304,1/10/2007,62,106029,11,0
303,2/6/2015,62,106032,11,0
101,14/6/2013,60,106034,11,0
103,16/3/2013,69,106036,11,0
312,15/11/1991,63,106041,11,1
101,16/8/2007,60,106042,11,0
307,24/4/2000,62,106044,11,0
101,14/2/2009,60,10605,11,0
371,21/6/2011,62,106052,11,0
311,16/1/2017,63,106056,11,0
107,16/12/1991,69,106058,11,0
311,31/5/2011,63,106061,11,0
309,26/12/1986,62,106062,11,0
302,6/9/2013,62,10607,11,0
101,22/12/2016,60,106071,11,0
301,22/10/2015,62,106072,11,0
312,3/7/2007,63,106073,11,0
105,18/12/2000,69,106089,11,0
101,24/9/2010,60,10609,11,0
104,15/7/2014,69,106092,11,0
104,12/4/2008,69,106094,11,0
312,24/6/2014,63,106096,11,0
101,21/5/2011,60,10610,11,0
106,14/9/2012,69,106101,11,0
101,23/9/2014,60,106103,11,0
104,18/6/2015,69,106105,11,0
107,1/8/2013,69,106107,11,0
107,23/12/2011,69,106108,11,0
104,19/11/1999,69,106113,11,0
104,20/2/2009,69,106114,11,0
313,5/2/1993,63,106115,11,0
301,5/4/2012,62,106116,11,0
303,17/1/1979,62,106119,11,0
311,8/4/2010,63,10612,11,0
308,5/11/2015,63,106125,11,0
306,23/9/2013,63,106126,11,0
101,27/12/2009,60,106127,11,0
311,19/8/1998,63,106130,11,0
107,17/12/2014,69,106133,11,1
307,16/7/2014,62,106134,11,0
101,27/4/2015,60,106139,11,0
306,23/9/2015,63,106142,11,0
301,11/9/1991,62,106143,11,0
107,12/12/2011,69,106145,11,0
104,28/12/2007,69,106147,11,0
101,18/11/2004,60,106148,11,0
309,7/9/1998,62,106149,11,1
104,28/11/1983,69,10615,11,0
301,22/12/2003,62,106155,11,0
103,25/11/2016,69,10616,11,0
305,14/6/1977,62,106162,11,0
103,15/4/2009,69,106165,51,0
101,25/2/2009,60,106167,11,0
101,15/8/2010,60,106171,11,0
310,19/6/1987,62,106174,11,0
311,6/6/1995,63,106177,11,0
101,23/8/1995,60,106178,11,0
302,17/2/2010,62,106181,11,0
303,13/1/2017,62,106185,11,0
103,13/11/2017,69,106187,11,0
101,7/3/2008,60,106188,11,0
372,25/4/2017,63,106189,11,0
104,23/6/1988,69,106190,11,0
313,29/12/2013,63,106191,11,0
313,22/6/2009,63,106197,11,0
104,30/11/2016,69,106199,11,0
371,5/12/2011,62,1062,11,0
107,16/12/2016,69,106200,11,0
310,25/4/2015,62,106205,11,0
107,19/3/2014,69,106208,11,0
101,23/3/2011,63,106209,11,0
104,21/5/2015,69,10621,11,0
306,27/4/1993,63,106210,11,0
101,12/10/2010,60,106214,11,0
306,4/5/2011,63,106215,11,0
104,28/12/1995,69,106217,11,0
104,31/7/2012,69,106229,11,0
311,8/5/2015,63,10623,11,0
107,1/2/2016,69,106231,11,0
301,10/6/1983,62,106232,11,0
307,29/9/1977,62,106236,11,0
307,8/6/2015,62,106245,11,0
313,6/11/2013,63,106246,11,0
103,21/12/2015,69,10625,11,0
107,3/11/2009,69,106254,11,0
312,21/3/2016,63,106255,12,0
301,31/3/1979,62,106257,11,0
105,17/10/1983,69,106259,11,0
306,26/8/2017,63,10626,11,0
107,28/3/2011,69,106261,11,0
101,2/9/2015,60,106262,11,0
101,16/8/2011,60,10627,11,0
311,10/5/2011,63,106270,11,0
312,18/6/1993,63,106272,11,0
306,30/5/1990,63,106279,11,0
104,14/7/2014,69,106280,11,0
307,7/4/2011,62,106282,11,0
107,8/7/1980,69,106283,11,0
308,2/12/2016,63,106288,11,0
104,16/11/2015,69,106289,11,0
302,8/4/2015,62,10629,11,0
309,14/8/2007,62,106291,11,0
107,17/9/2011,69,106292,11,0
305,19/8/2016,62,106296,11,0
103,17/3/2007,69,106300,11,0
107,24/9/2016,69,106302,11,0
103,8/1/2009,69,106303,11,0
304,21/10/1978,62,106304,11,0
101,23/10/2017,60,106308,11,0
379,15/9/2012,63,106310,11,0
372,5/8/2009,63,106312,11,0
101,31/8/2012,60,106314,11,0
311,28/12/2013,63,106321,11,0
107,2/4/2013,69,106323,11,0
101,28/1/2014,60,106324,11,0
101,8/11/2004,60,106327,11,0
306,20/5/2010,63,106329,11,0
379,6/2/2015,63,106330,11,0
303,30/7/2007,62,106332,11,0
301,5/11/1984,62,106333,11,0
101,21/11/2008,60,106336,11,0
104,9/6/2014,69,106343,11,0
101,16/2/2015,60,106344,11,0
309,12/4/2010,62,106345,12,0
101,2/12/1992,60,106348,11,0
101,6/11/2012,60,106351,11,0
311,30/12/1997,63,106352,11,0
101,1/10/2009,60,106354,11,0
104,12/5/2017,69,106355,11,0
104,14/6/1994,69,106357,11,0
101,9/11/2016,60,106358,11,0
104,21/10/2016,69,10636,11,0
309,8/6/1994,62,10637,11,0
101,31/5/1977,60,106370,11,0
101,11/6/2010,60,106371,11,0
371,22/10/2014,62,106373,11,0
379,9/8/2014,63,106374,11,0
371,19/9/2006,62,106377,11,0
312,19/1/2018,63,106378,11,0
101,6/11/2013,60,106379,11,0
101,16/12/1981,60,106381,11,0
101,8/10/2008,60,106382,11,0
107,25/12/2012,69,106383,11,0
101,24/9/2013,63,106392,11,0
311,15/1/2015,63,106393,11,0
101,1/9/2016,60,106397,11,0
372,22/1/1980,63,106400,11,0
101,1/4/2010,60,106401,11,0
371,1/9/2012,62,106402,11,0
313,14/11/2017,63,106405,11,0
311,6/7/1999,63,106407,11,0
311,28/12/2010,63,10641,11,1
307,31/10/2013,62,106411,11,0
302,30/7/2010,62,106413,11,0
101,31/12/1994,60,106414,11,0
103,17/11/2016,69,106416,11,0
313,15/9/2012,63,106418,11,0
308,28/9/2012,63,106419,11,0
309,6/12/2017,62,106420,11,0
101,23/10/1980,60,106421,11,0
306,30/6/1997,63,106423,11,0
103,12/8/2010,69,106424,11,0
107,19/11/2015,69,106426,11,0
101,12/7/2010,60,106428,11,0
107,11/10/2002,69,106432,11,0
101,20/10/1981,60,106434,11,0
306,8/12/2012,63,106435,11,0
313,27/10/1989,63,106438,11,0
311,2/10/1996,63,106440,11,0
106,10/1/2011,69,106449,11,1
309,7/2/2011,62,106452,11,0
107,15/5/2012,69,106453,11,1
103,20/2/2015,69,106455,11,0
303,7/11/2017,62,10646,11,0
301,13/3/2012,62,106465,11,0
371,30/3/2017,62,106467,11,0
107,10/8/2016,69,106468,11,0
310,10/4/2018,62,106469,11,0
301,26/1/1983,62,10647,11,0
306,15/4/2017,63,106471,11,0
101,18/4/2015,60,106472,11,0
104,14/11/2016,69,106473,11,0
104,21/3/2016,69,106474,11,0
101,24/4/2008,60,106476,11,0
107,28/12/2015,69,106477,11,0
306,25/5/2012,63,106479,11,0
101,6/10/1999,60,106483,11,0
103,14/11/1985,69,106484,11,0
311,16/9/2017,63,106485,11,0
306,30/9/2003,63,106487,11,0
312,21/3/2013,63,106488,11,0
399,29/11/2001,63,106490,11,0
101,17/5/1980,60,106491,11,0
104,10/7/1995,69,106493,11,0
101,14/8/2009,60,106494,11,0
101,19/11/2013,60,106495,11,0
302,3/6/2010,62,106496,11,0
302,14/10/2010,62,106497,11,0
101,11/3/2008,60,106499,11,0
311,22/4/2017,63,106502,11,0
311,5/4/1988,63,106507,11,0
306,27/4/2009,63,106509,11,0
103,22/12/1997,69,106510,11,0
104,18/6/2010,69,106511,11,0
